DAUID,MAG_mean,MAG_std,hf_transit_mean,hf_walk_mean,n_blocks,CSDNAME,CMANAME,Residential instability Scores,Economic dependency Scores,Situational vulnerability Scores,Ethno-cultural composition Scores,Residential instability Quintiles,Economic dependency Quintiles,Situational vulnerability Quintiles,Ethno-cultural composition Quintiles
48062276,-0.04409999999999999,0.006882586723027905,0.056466666666666665,0.012366666666666666,3,Calgary,Calgary,-1.26,-0.376,-0.644,0.692,1.0,2.0,2.0,4.0
48062277,-0.0483,0.00610081961706786,0.060025,0.011725,4,Calgary,Calgary,-0.419,-1.341,-0.471,1.04,3.0,1.0,2.0,5.0
48062278,-0.04555714285714286,0.011021774984526035,0.05517142857142857,0.009614285714285714,7,Calgary,Calgary,-0.989,-0.837,-0.666,0.924,1.0,1.0,1.0,5.0
48062279,-0.045200000000000004,0.003466987164671941,0.05686,0.01166,5,Calgary,Calgary,-0.939,-1.112,-0.735,0.851,1.0,1.0,1.0,5.0
48062280,-0.04627142857142857,0.004607499063380005,0.0602,0.013928571428571429,7,Calgary,Calgary,-0.495,-1.122,-0.814,1.202,2.0,1.0,1.0,5.0
48062281,-0.04143333333333333,0.0034947579792216485,0.0535,0.012066666666666668,3,Calgary,Calgary,-1.025,-0.273,0.053,1.113,1.0,3.0,4.0,5.0
48062282,-0.013749999999999998,0.0020240223977680354,0.015625,0.001875,4,Calgary,Calgary,-0.628,-1.388,-0.274,0.615,2.0,1.0,3.0,4.0
48062283,-0.04586666666666667,0.003225419869309009,0.048633333333333334,0.002766666666666667,3,Calgary,Calgary,-0.4,-1.433,-0.336,1.047,3.0,1.0,2.0,5.0
48062287,-0.0442,,0.0494,0.0052,1,Calgary,Calgary,-0.875,-0.563,-0.803,1.076,1.0,2.0,1.0,5.0
48062288,-0.0221,0.02172563769681648,0.023828571428571428,0.0017285714285714285,7,Calgary,Calgary,-0.718,-1.007,-0.347,1.309,2.0,1.0,2.0,5.0
48062290,-0.04356,0.0032784142508230987,0.048799999999999996,0.00524,5,Calgary,Calgary,-0.793,-0.615,0.401,2.746,2.0,2.0,4.0,5.0
48062293,-0.044833333333333336,0.00020816659994661216,0.0491,0.004266666666666666,3,Calgary,Calgary,-0.423,-0.903,0.528,1.396,3.0,1.0,5.0,5.0
48062294,-0.04012,0.00611081009359643,0.04402,0.0039,5,Calgary,Calgary,-0.819,-0.518,0.22,2.703,2.0,2.0,4.0,5.0
48062295,-0.013,0.009206338396271704,0.01697142857142857,0.003971428571428572,7,Calgary,Calgary,-0.463,-1.215,-0.385,0.849,3.0,1.0,2.0,5.0
48062296,-0.0169,0.016134641820216112,0.02424,0.007340000000000001,10,Calgary,Calgary,-0.735,-1.311,-0.8,0.891,2.0,1.0,1.0,5.0
48062297,-0.018045454545454545,0.009710959132481574,0.02131818181818182,0.0032727272727272726,11,Calgary,Calgary,-0.863,-1.163,-0.32,1.241,1.0,1.0,3.0,5.0
48062300,-0.03886,0.011443575864712419,0.05106666666666667,0.012206666666666668,15,Calgary,Calgary,-0.999,-0.669,-0.257,1.829,1.0,2.0,3.0,5.0
48062301,-0.04243333333333333,0.008608522908528888,0.052616666666666666,0.010183333333333334,6,Calgary,Calgary,-1.272,-1.216,-0.701,1.774,1.0,1.0,1.0,5.0
48062302,-0.04436,0.007021585765812926,0.05097,0.00661,10,Calgary,Calgary,-0.823,-1.083,-0.413,1.101,2.0,1.0,2.0,5.0
48062305,-0.01075,0.019430817447206553,0.0214,0.01065,4,Calgary,Calgary,-0.583,-1.026,-0.444,0.964,2.0,1.0,2.0,5.0
48062306,-0.02525,0.005020458146424488,0.042300000000000004,0.01705,2,Calgary,Calgary,-0.407,-0.687,-0.357,0.972,3.0,2.0,2.0,5.0
48062307,-0.02265,0.0003535533905932741,0.042499999999999996,0.01985,2,Calgary,Calgary,1.622,1.051,-0.513,0.205,5.0,5.0,2.0,4.0
48062308,-0.030350000000000002,0.0017677669529663704,0.0426,0.01225,2,Calgary,Calgary,-0.053,2.211,-0.452,-0.525,3.0,5.0,2.0,3.0
48062309,-0.0155,,0.0179,0.0024,1,Calgary,Calgary,1.059,-0.799,0.464,1.705,5.0,1.0,5.0,5.0
48062310,-0.016466666666666668,0.0012858201014657284,0.019899999999999998,0.0034333333333333334,3,Calgary,Calgary,-0.799,-1.094,-0.657,0.939,2.0,1.0,1.0,5.0
48062311,-0.007699999999999999,0.010889444430272831,0.00895,0.00125,2,Calgary,Calgary,-0.946,-1.2,-0.513,0.831,1.0,1.0,2.0,5.0
48062312,-0.0185,0.003559494346111537,0.020666666666666667,0.0021666666666666666,3,Calgary,Calgary,-0.637,-0.951,-0.385,1.221,2.0,1.0,2.0,5.0
48062313,-0.019666666666666666,0.001792577287966499,0.028999999999999998,0.009333333333333332,3,Calgary,Calgary,0.248,-0.263,-0.402,-0.316,4.0,3.0,2.0,3.0
48062314,-0.0218,,0.0287,0.0069,1,Calgary,Calgary,-0.298,-1.23,-0.362,-0.13,3.0,1.0,2.0,3.0
48062315,-0.02385,0.001202081528017131,0.0289,0.00505,2,Calgary,Calgary,-0.863,-1.44,-0.116,0.527,1.0,1.0,3.0,4.0
48062316,-0.02236666666666667,0.0021548395145192024,0.030166666666666665,0.0078000000000000005,3,Calgary,Calgary,-0.595,-1.363,-0.508,-0.277,2.0,1.0,2.0,3.0
48062317,-0.0482,0.017615523457072364,0.056614285714285714,0.008414285714285716,7,Calgary,Calgary,1.442,-1.305,-0.195,1.044,5.0,1.0,3.0,5.0
48062318,-0.019299999999999998,0.004384062043356596,0.0278,0.0085,2,Calgary,Calgary,-0.456,-1.524,-0.258,0.268,3.0,1.0,3.0,4.0
48062319,-0.04526666666666667,0.00962306257556987,0.055233333333333336,0.009966666666666667,3,Calgary,Calgary,0.108,-2.247,-0.269,0.695,4.0,1.0,3.0,4.0
48062324,-0.006974999999999999,0.01695845413552387,0.00945,0.002475,4,Calgary,Calgary,-1.187,-0.002,-0.85,0.037,1.0,3.0,1.0,4.0
48062325,-0.03498,0.021793737632631996,0.037,0.00202,5,Calgary,Calgary,0.133,-0.066,-0.858,-0.025,4.0,3.0,1.0,4.0
48062326,-0.029719999999999996,0.0027243347811897116,0.03154,0.00182,5,Calgary,Calgary,-0.164,-1.423,0.013,-0.43,3.0,1.0,4.0,3.0
48062327,-0.0403,0.010761970079869204,0.0435,0.0031999999999999997,4,Calgary,Calgary,-1.076,-0.432,-0.649,0.121,1.0,2.0,1.0,4.0
48062328,-0.03966666666666666,0.014476619080434494,0.043199999999999995,0.0035333333333333336,9,Calgary,Calgary,-1.062,-1.365,-0.721,0.111,1.0,1.0,1.0,4.0
48062329,-0.025083333333333332,0.00047923550230201834,0.02735,0.002266666666666667,6,Calgary,Calgary,-0.436,-1.423,-0.487,0.498,3.0,1.0,2.0,4.0
48062330,-0.035275,0.0009945685831890454,0.03995,0.004675,4,Calgary,Calgary,-0.61,-1.435,-0.434,0.006,2.0,1.0,2.0,4.0
48062334,-0.03354523809523809,0.027411561377325026,0.03421984126984127,0.0006746031746031747,126,Calgary,Calgary,0.425,0.829,1.374,-0.703,4.0,5.0,5.0,2.0
48062335,-0.016499999999999997,,0.0226,0.0061,1,Calgary,Calgary,-0.308,-1.753,-0.395,-0.747,3.0,1.0,2.0,2.0
48062336,-0.02945,0.007252516804530687,0.038,0.00855,6,Calgary,Calgary,-0.227,-0.675,-0.287,-0.544,3.0,2.0,3.0,2.0
48062337,-0.0301375,0.0020646255281354465,0.0393625,0.009225,8,Calgary,Calgary,-0.79,-0.629,-0.994,-0.402,2.0,2.0,1.0,3.0
48062338,-0.01792857142857143,0.0018025114754274447,0.024771428571428573,0.006842857142857143,7,Calgary,Calgary,-1.329,-1.195,-0.919,-0.373,1.0,1.0,1.0,3.0
48062339,-0.022316666666666665,0.0006462713568360168,0.024533333333333334,0.0022166666666666667,6,Calgary,Calgary,-0.222,-1.429,-0.189,-0.262,3.0,1.0,3.0,3.0
48062340,-0.019499999999999997,0.0015984367363145774,0.0249,0.0054,5,Calgary,Calgary,-0.99,-1.594,-0.6,-0.234,1.0,1.0,2.0,3.0
48062344,-0.029699999999999994,0.007518643494673754,0.03673333333333333,0.007033333333333333,3,Calgary,Calgary,-0.173,-1.409,-0.088,0.396,3.0,1.0,3.0,4.0
48062345,-0.020133333333333333,0.014885675440951054,0.0258,0.005666666666666667,3,Calgary,Calgary,-0.27,-1.668,-0.524,0.648,3.0,1.0,2.0,4.0
48062346,-0.015533333333333335,0.010072073603119997,0.020233333333333336,0.0047,6,Calgary,Calgary,-0.611,-1.526,-0.382,0.049,2.0,1.0,2.0,4.0
48062347,-0.006660000000000001,0.0017728508115461945,0.0118,0.0051400000000000005,5,Calgary,Calgary,-0.769,-1.2,-0.205,0.603,2.0,1.0,3.0,4.0
48062353,-0.03805555555555556,0.0131432597850677,0.050666666666666665,0.012611111111111111,9,Calgary,Calgary,1.028,-0.42,-0.637,-0.001,5.0,2.0,2.0,4.0
48062354,-0.041999999999999996,0.010547511554864492,0.061739999999999996,0.01974,5,Calgary,Calgary,1.576,2.602,-1.322,-0.056,5.0,5.0,1.0,4.0
48062355,-0.041309090909090906,0.00736307741986386,0.051290909090909095,0.009981818181818182,11,Calgary,Calgary,-0.287,-1.544,-0.563,0.339,3.0,1.0,2.0,4.0
48062356,-0.025214285714285713,0.023068118589041786,0.028814285714285712,0.0036,7,Calgary,Calgary,-1.146,0.568,-0.78,1.936,1.0,4.0,1.0,5.0
48062358,-0.05228000000000001,0.01443180515389534,0.05508,0.0028,5,Calgary,Calgary,-0.825,-1.042,-0.113,0.571,2.0,1.0,3.0,4.0
48062360,-0.0221,0.0036769552621700482,0.0279,0.0058,2,Calgary,Calgary,-1.25,-1.342,-0.919,0.097,1.0,1.0,1.0,4.0
48062363,-0.01222,0.020796201576249444,0.02322,0.011,5,Calgary,Calgary,-1.075,-0.538,-0.995,0.142,1.0,2.0,1.0,4.0
48062364,-0.04825,0.006605300901548696,0.068275,0.020025,4,Calgary,Calgary,-1.0,-0.322,-0.857,-0.212,1.0,2.0,1.0,3.0
48062367,-0.000977777777777778,0.02354000731615104,0.020055555555555556,0.019077777777777777,9,Calgary,Calgary,-1.546,-0.824,-1.152,0.102,1.0,1.0,1.0,4.0
48062368,-0.0342,0.02729432175380074,0.04775,0.01355,2,Calgary,Calgary,0.358,2.978,-1.315,-0.211,4.0,5.0,1.0,3.0
48062370,-0.048675,0.01746603847470857,0.049375,0.0007,4,Calgary,Calgary,-0.642,-0.922,0.84,2.259,2.0,1.0,5.0,5.0
48062371,-0.05396000000000001,0.00435580073006101,0.055499999999999994,0.0015400000000000001,5,Calgary,Calgary,-1.047,-0.267,-0.07,2.819,1.0,3.0,3.0,5.0
48062372,-0.09925,0.012594310884945894,0.1002,0.00095,4,Calgary,Calgary,-0.688,-0.792,0.072,2.118,2.0,1.0,4.0,5.0
48062373,-0.04255,0.002616295090390222,0.045,0.00245,2,Calgary,Calgary,-0.954,-0.351,-0.174,2.78,1.0,2.0,3.0,5.0
48062374,-0.052039999999999996,0.020428852145923427,0.054380000000000005,0.00234,5,Calgary,Calgary,-0.063,-0.825,0.078,2.788,3.0,1.0,4.0,5.0
48062375,-0.0708,0.017268661403440237,0.072275,0.001475,4,Calgary,Calgary,-0.864,-0.143,0.345,2.471,1.0,3.0,4.0,5.0
48062376,-0.05286,0.017527492690056955,0.05602,0.0031600000000000005,5,Calgary,Calgary,-0.723,-0.411,0.196,2.46,2.0,2.0,4.0,5.0
48062378,8.888888888888889e-05,0.00012692955176439848,0.0,8.888888888888889e-05,9,Rocky View County,Calgary,-0.954,-0.417,-0.665,-0.701,1.0,2.0,1.0,2.0
48062379,0.00014615384615384615,0.00031255768698323146,0.00012307692307692307,0.0002692307692307692,13,Rocky View County,Calgary,-0.387,-1.099,-0.438,-0.861,3.0,1.0,2.0,1.0
48062380,7.142857142857143e-05,0.00017043362064926934,4.285714285714286e-05,0.00011428571428571427,7,Rocky View County,Calgary,-1.088,-0.2,-0.852,-0.441,1.0,3.0,1.0,3.0
48062389,0.0006454545454545455,0.0010357254813546264,0.00022727272727272727,0.0008727272727272726,11,Rocky View County,Calgary,-1.251,-0.266,-0.667,-0.248,1.0,3.0,1.0,3.0
48062390,5e-05,7.071067811865475e-05,0.0,5e-05,2,Calgary,Calgary,,,,,,,,
48062393,-0.014334210526315788,0.015347158841134776,0.01641315789473684,0.001926829268292683,41,Calgary,Calgary,0.162,-1.676,-0.966,1.894,4.0,1.0,1.0,5.0
48062394,0.0001,0.0001,6.666666666666667e-05,5.652173913043478e-05,23,Rocky View County,Calgary,-0.831,0.577,-0.209,-0.314,1.0,4.0,3.0,3.0
48062395,5.000000000000001e-05,0.00035355339059327376,0.0002,0.00025,2,Calgary,Calgary,,,,,,,,
48062396,0.002605263157894737,0.007353568573164592,0.002968421052631579,0.005573684210526316,19,Rocky View County,Calgary,-1.363,-0.273,-1.104,0.151,1.0,3.0,1.0,4.0
48062398,0.0002,0.0004898979485566357,0.00013333333333333334,0.0003333333333333333,6,Rocky View County,Calgary,-1.068,-0.346,-0.966,-0.41,1.0,2.0,1.0,3.0
48062400,0.000775,0.0007733045971672482,0.00016875,0.00094375,16,Rocky View County,Calgary,-1.508,0.068,-1.002,-0.122,1.0,3.0,1.0,3.0
48062402,1.6666666666666667e-05,3.806934938134405e-05,8.333333333333334e-06,2.5e-05,24,Calgary,Calgary,-0.571,-0.267,0.12,-0.007,2.0,3.0,4.0,4.0
48062403,0.0,0.0,0.0,0.0,8,Rocky View County,Calgary,-0.749,-0.61,-0.548,-0.134,2.0,2.0,2.0,3.0
48062404,0.0,0.0,0.0,0.0,20,Rocky View County,Calgary,-0.914,-0.418,-0.676,-0.374,1.0,2.0,1.0,3.0
48062405,0.0,,0.0,0.0,35,Rocky View County,Calgary,-0.787,-0.392,-0.733,-0.569,2.0,2.0,1.0,2.0
48062407,5e-05,5.773502691896258e-05,0.0,5e-05,4,Rocky View County,Calgary,-0.714,10.636,-1.516,-0.651,2.0,5.0,1.0,2.0
48062410,3.529411764705883e-05,6.063390625908324e-05,1.1764705882352942e-05,5.555555555555556e-05,18,Rocky View County,Calgary,-1.1,0.356,-0.748,-0.528,1.0,4.0,1.0,2.0
48062411,0.0,,0.0,0.003025,4,Chestermere,Calgary,-0.959,0.568,-0.798,-0.171,1.0,4.0,1.0,3.0
48062412,,,,6.666666666666667e-05,12,Rocky View County,Calgary,-0.936,1.106,-0.801,-0.099,1.0,5.0,1.0,3.0
48062413,,,,0.0013499999999999999,2,Chestermere,Calgary,,,,,,,,
48062414,0.0008249999999999999,0.0015451537140362443,2.4999999999999998e-05,0.0007,16,Rocky View County,Calgary,-0.767,0.259,0.383,0.46,2.0,4.0,4.0,4.0
48062416,-0.031100000000000003,,0.0366,0.0055,1,Calgary,Calgary,-1.061,-1.489,-0.438,0.838,1.0,1.0,2.0,5.0
48062417,-0.0369,0.009192388155425118,0.04075,0.00385,2,Calgary,Calgary,0.221,-1.114,-0.431,1.554,4.0,1.0,2.0,5.0
48062419,,,,0.0022769230769230766,13,Airdrie,Calgary,0.57,-0.423,0.65,-0.147,4.0,2.0,5.0,3.0
48062421,,,,0.0048,1,Airdrie,Calgary,-0.807,-0.625,-0.292,-0.609,2.0,2.0,3.0,2.0
48062422,0.001,0.0001224744871391589,6.000000000000001e-05,0.0011363636363636365,11,Airdrie,Calgary,-0.679,-1.122,-0.187,-0.238,2.0,1.0,3.0,3.0
48062423,,,,0.00415,4,Airdrie,Calgary,-0.324,-1.64,-0.285,-0.237,3.0,1.0,3.0,3.0
48062424,,,,0.008763636363636364,11,Airdrie,Calgary,-0.474,-1.316,-0.342,-0.013,3.0,1.0,2.0,4.0
48062427,0.00528,0.0010894952959971875,0.00026,0.005540000000000001,5,Chestermere,Calgary,-1.304,-0.787,-0.358,1.464,1.0,1.0,2.0,5.0
48062428,0.00445,0.001203566129704317,0.0003125,0.0047625,8,Chestermere,Calgary,-1.002,-0.911,-0.155,0.752,1.0,1.0,3.0,5.0
48062429,0.003925,0.001176860229593982,0.00025,0.004175,8,Chestermere,Calgary,-1.046,-0.899,-0.703,0.24,1.0,1.0,1.0,4.0
48062431,0.002788888888888889,0.0015414639506362486,0.0006222222222222223,0.0034111111111111113,9,Chestermere,Calgary,-1.182,-0.322,-0.38,-0.109,1.0,2.0,2.0,3.0
48062432,0.0033857142857142857,0.0006723748300523393,0.00040714285714285717,0.003792857142857143,14,Chestermere,Calgary,-0.944,-0.832,-0.348,0.334,1.0,1.0,2.0,4.0
48062440,,,,0.00019999999999999998,6,Crossfield,Calgary,-0.699,-1.382,-0.417,-0.441,2.0,1.0,2.0,3.0
48062441,0.0,0.0,0.0,0.00010454545454545455,22,Crossfield,Calgary,-0.518,-0.863,-0.22,-0.674,2.0,1.0,3.0,2.0
48062444,0.00125,0.0017677669529663688,0.0,0.0018000000000000002,8,Tsuu T'ina Nation 145,Calgary,,,,,,,,
48062445,-0.0678,0.0009899494936611753,0.08095,0.01315,2,Tsuu T'ina Nation 145,Calgary,,,,,,,,
48062446,-0.03504444444444445,0.03857241047268374,0.0377,0.0026555555555555555,18,Tsuu T'ina Nation 145,Calgary,,,,,,,,
48062457,,,,0.00041999999999999996,10,Rocky View County,Calgary,-1.366,-0.397,-0.854,-0.351,1.0,2.0,1.0,3.0
48062459,,,,2.380952380952381e-06,42,Rocky View County,Calgary,-0.795,-0.608,-0.167,-0.844,2.0,2.0,3.0,1.0
48062461,0.0,0.0,0.0,0.0,17,Rocky View County,Calgary,-1.128,0.159,-1.018,-0.951,1.0,4.0,1.0,1.0
48062464,9.999999999999999e-05,0.00019999999999999996,1.8181818181818182e-05,0.00011818181818181818,11,Rocky View County,Calgary,-0.9,-0.307,-0.588,-0.713,1.0,3.0,2.0,2.0
48062466,9.090909090909091e-06,3.0151134457776364e-05,0.0,6.666666666666667e-06,15,Rocky View County,Calgary,-1.207,-0.168,-0.17,-0.432,1.0,3.0,3.0,3.0
48062468,,,,0.0,10,Airdrie,Calgary,-1.248,-0.141,-0.71,-0.604,1.0,3.0,1.0,2.0
48062469,0.00055,0.000854400374531753,0.0,0.0009875,8,Airdrie,Calgary,-0.424,-0.597,-0.451,-0.247,3.0,2.0,2.0,3.0
48062476,,,,0.012183333333333332,6,Airdrie,Calgary,-0.51,0.045,-0.526,-0.562,2.0,3.0,2.0,2.0
48062477,-0.0105,0.02571964229922337,0.011216666666666666,0.00047777777777777776,9,Tsuu T'ina Nation 145,Calgary,,,,,,,,
48062479,-2.5e-05,4.629100498862758e-05,2.5e-05,0.00010909090909090908,11,Tsuu T'ina Nation 145,Calgary,,,,,,,,
48062500,0.0032285714285714287,0.0031388502596302603,0.00038571428571428567,0.0036142857142857144,7,Cochrane,Calgary,-0.89,-0.384,-0.599,-0.675,1.0,2.0,2.0,2.0
48062501,0.0014555555555555556,0.00015898986690282435,0.000488888888888889,0.0019444444444444446,9,Cochrane,Calgary,-0.593,-0.615,-0.572,-0.56,2.0,2.0,2.0,2.0
48062502,0.001,,0.0,0.001,1,Cochrane,Calgary,-1.052,-1.578,-0.579,-0.413,1.0,1.0,2.0,3.0
48062505,0.010066666666666666,0.005892594222128881,0.00055,0.010616666666666665,6,Cochrane,Calgary,-1.077,-1.161,-0.666,-0.58,1.0,1.0,1.0,2.0
48062506,0.0028454545454545455,0.0049999740259065615,0.0002818181818181818,0.0031272727272727272,22,Cochrane,Calgary,-0.798,1.065,-0.993,-0.649,2.0,5.0,1.0,2.0
48062508,-0.03565,0.018470206534085234,0.04897222222222222,0.013322222222222223,18,Calgary,Calgary,-1.144,-1.307,-0.948,0.155,1.0,1.0,1.0,4.0
48062509,-0.015257894736842104,0.014644796725245296,0.0336421052631579,0.01838421052631579,38,Calgary,Calgary,-0.504,-1.293,-0.921,1.014,2.0,1.0,1.0,5.0
48062510,-0.05374999999999999,0.009828784258493027,0.20405,0.1503,2,Calgary,Calgary,2.184,-1.669,-1.123,1.203,5.0,1.0,1.0,5.0
48062511,-0.04385,0.00842001583529786,0.19865,0.1548,4,Calgary,Calgary,3.165,-1.471,-0.381,0.233,5.0,1.0,2.0,4.0
48062512,-0.1351,0.013561526462754856,0.19472,0.05961999999999999,5,Calgary,Calgary,,,,,,,,
48062513,-0.056824999999999994,0.02105063340298023,0.19117499999999998,0.13435,4,Calgary,Calgary,2.502,-1.658,-0.639,-0.122,5.0,1.0,2.0,3.0
48062514,-0.05424444444444445,0.001600086803200933,0.056944444444444436,0.0026999999999999997,9,Calgary,Calgary,-0.764,-1.196,-0.665,0.932,2.0,1.0,1.0,5.0
48062515,-0.045281578947368416,0.019248051572339386,0.046689473684210524,0.0014078947368421052,38,Calgary,Calgary,-0.424,-1.3,-0.758,1.009,3.0,1.0,1.0,5.0
48062516,-0.030478947368421053,0.015843596462677925,0.032849122807017545,0.002370175438596491,57,Calgary,Calgary,-0.079,-1.374,-0.392,3.153,3.0,1.0,2.0,5.0
48062517,-0.03857,0.0033615637895347324,0.04073,0.00216,10,Calgary,Calgary,-0.957,-0.479,0.407,2.83,1.0,2.0,4.0,5.0
48062518,5.9999999999999995e-05,0.00013416407864998736,0.0,5.9999999999999995e-05,5,Calgary,Calgary,,,,,,,,
48062519,-0.011520833333333334,0.006734145438638254,0.014975,0.0034541666666666666,72,Calgary,Calgary,0.094,-1.443,-0.558,2.895,4.0,1.0,2.0,5.0
48062520,-0.015368965517241378,0.004256348489380796,0.020955172413793105,0.005586206896551724,29,Calgary,Calgary,1.222,-1.558,-0.468,2.358,5.0,1.0,2.0,5.0
48062521,-0.016115789473684212,0.005207501337055863,0.021389473684210524,0.005273684210526316,19,Calgary,Calgary,0.162,-1.133,-0.286,2.357,4.0,1.0,3.0,5.0
48062522,-0.00375,0.0023378867136185804,0.0044625,0.0007125,8,Calgary,Calgary,0.447,-1.381,-0.174,3.274,4.0,1.0,3.0,5.0
48062523,-0.040766666666666666,0.004879127212211338,0.046261111111111114,0.005494444444444444,18,Calgary,Calgary,-0.532,-0.641,-0.189,3.162,2.0,2.0,3.0,5.0
48062524,-0.03291333333333333,0.0086202309106184,0.03846,0.005546666666666667,15,Calgary,Calgary,-0.168,-0.867,-0.017,3.151,3.0,1.0,3.0,5.0
48062525,-0.04763571428571428,0.004465010490616868,0.05267142857142857,0.005035714285714287,14,Calgary,Calgary,-0.091,-1.066,-0.041,2.827,3.0,1.0,3.0,5.0
48062526,-0.031335714285714286,0.018449498935987692,0.03464285714285714,0.003307142857142857,14,Calgary,Calgary,-0.677,-0.527,-0.021,2.876,2.0,2.0,3.0,5.0
48062527,-0.0221,,0.0281,0.006,1,Calgary,Calgary,-1.468,0.181,-0.219,2.792,1.0,4.0,3.0,5.0
48062528,-0.03676666666666667,0.0011150485789118512,0.0394,0.0026333333333333334,3,Calgary,Calgary,-1.003,-0.443,0.058,1.67,1.0,2.0,4.0,5.0
48062529,-0.027749999999999997,0.0014849242404917518,0.029949999999999997,0.0022,2,Calgary,Calgary,-0.811,-1.427,-0.069,2.426,2.0,1.0,3.0,5.0
48062530,-0.00674,0.010402196124402113,0.012825,0.006085,20,Calgary,Calgary,-0.675,-1.242,-0.765,1.375,2.0,1.0,1.0,5.0
48062531,-0.009633333333333332,0.012248161954528844,0.01576,0.0061266666666666665,30,Calgary,Calgary,-0.411,-1.454,-0.849,1.334,3.0,1.0,1.0,5.0
48062532,-0.026708333333333334,0.006707874455454942,0.030549999999999997,0.003841666666666667,24,Calgary,Calgary,-0.56,-1.488,-0.734,1.076,2.0,1.0,1.0,5.0
48062533,-0.02956,0.0022715004480990723,0.031426666666666665,0.0018666666666666666,15,Calgary,Calgary,0.424,-1.947,-1.233,2.223,4.0,1.0,1.0,5.0
48062537,-0.026729999999999997,0.0045716639324332575,0.03379,0.0070599999999999994,10,Calgary,Calgary,0.922,-0.834,-0.401,1.962,5.0,1.0,2.0,5.0
48062538,-0.02674782608695652,0.010562449335659767,0.03134782608695652,0.0046,23,Calgary,Calgary,-0.744,-0.75,-0.376,1.607,2.0,2.0,2.0,5.0
48062539,-0.023367741935483872,0.010130001220690094,0.02835161290322581,0.004983870967741936,31,Calgary,Calgary,-1.016,-0.666,-0.615,1.807,1.0,2.0,2.0,5.0
48062541,-0.030203999999999998,0.007411335911966206,0.040696,0.010492,25,Calgary,Calgary,-1.003,-1.238,-0.362,0.662,1.0,1.0,2.0,4.0
48062542,-0.040740000000000005,0.007240372918572633,0.05382,0.01308,5,Calgary,Calgary,-0.903,-1.112,-0.131,0.591,1.0,1.0,3.0,4.0
48062544,-0.0046,0.002348616614094348,0.009366666666666667,0.0047666666666666664,6,Calgary,Calgary,-0.334,-1.545,-0.3,0.317,3.0,1.0,3.0,4.0
48062548,-0.006004761904761904,0.0024719377400080674,0.009747619047619047,0.003742857142857143,21,Calgary,Calgary,0.085,-1.585,-0.52,0.459,4.0,1.0,2.0,4.0
48062550,-0.0362764705882353,0.01014085360138415,0.04308235294117647,0.006805882352941176,17,Calgary,Calgary,-0.802,-1.677,-0.683,0.63,2.0,1.0,1.0,4.0
48062551,-0.0316875,0.002315437323703666,0.036449999999999996,0.0047625,8,Calgary,Calgary,0.015,-1.873,-0.629,0.724,4.0,1.0,2.0,4.0
48062552,-0.006005882352941176,0.0010603481670159653,0.009823529411764707,0.0038176470588235293,17,Calgary,Calgary,0.332,-1.628,-0.602,0.849,4.0,1.0,2.0,5.0
48062553,-0.017233333333333333,0.005721727092368197,0.022543333333333335,0.00531,30,Calgary,Calgary,-0.488,-1.612,-0.391,0.125,2.0,1.0,2.0,4.0
48062554,-0.012541176470588236,0.008989233756522951,0.015982352941176472,0.0034411764705882353,17,Calgary,Calgary,-0.994,-1.518,-0.727,0.349,1.0,1.0,1.0,4.0
48062555,-0.008652,0.007284979981670049,0.024923999999999998,0.016272,25,Calgary,Calgary,-1.121,-1.472,-0.832,0.133,1.0,1.0,1.0,4.0
48062556,-0.02916315789473684,0.010942537311200613,0.038989473684210525,0.009826315789473685,19,Calgary,Calgary,0.619,-1.453,-0.894,0.623,4.0,1.0,1.0,4.0
48062557,-0.017135714285714285,0.011944332878486263,0.04536428571428571,0.02822857142857143,14,Calgary,Calgary,0.643,-1.272,-0.404,0.435,4.0,1.0,2.0,4.0
48062558,-0.015041176470588235,0.005375878861117665,0.021741176470588236,0.0067,17,Calgary,Calgary,-0.672,-1.639,-0.755,0.286,2.0,1.0,1.0,4.0
48062559,-0.013740909090909092,0.00851321672073308,0.02680681818181818,0.01306590909090909,88,Calgary,Calgary,0.379,-1.392,-0.976,0.577,4.0,1.0,1.0,4.0
48062560,-0.030173333333333333,0.004991201782947194,0.033933333333333336,0.00376,15,Calgary,Calgary,-0.298,-1.072,-0.528,0.588,3.0,1.0,2.0,4.0
48062561,-0.014737931034482758,0.009105634029702686,0.01778448275862069,0.003046551724137931,58,Calgary,Calgary,-0.59,-1.227,-0.892,0.264,2.0,1.0,1.0,4.0
48062562,-0.032716666666666665,0.02057069922648879,0.037366666666666666,0.00465,6,Calgary,Calgary,0.079,-0.339,-0.673,0.659,4.0,2.0,1.0,4.0
48062563,-0.06423333333333332,0.013778364682840025,0.07286666666666668,0.008633333333333333,3,Calgary,Calgary,1.022,-0.136,-0.651,0.701,5.0,3.0,1.0,4.0
48062564,-0.014716666666666668,0.0016678329252855838,0.01908333333333333,0.004366666666666667,6,Calgary,Calgary,-0.606,-1.37,-0.811,0.936,2.0,1.0,1.0,5.0
48062565,-0.027566666666666666,0.022994419612882892,0.03436666666666666,0.0068000000000000005,3,Calgary,Calgary,-1.274,-0.95,-1.171,0.666,1.0,1.0,1.0,4.0
48062566,-0.044375,0.020022549787676893,0.053125000000000006,0.00875,4,Calgary,Calgary,-0.854,-1.032,-0.768,0.572,1.0,1.0,1.0,4.0
